X.SampleID	SampleID_fromonline	Country	City	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp.min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5.bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_	MaxTemp	MinTemp	AvgTemp	MaxcDHI	AvgcDHI	MaxcDNI	AvgcDNI	MaxcGHI	AvgcGHI	MaxDP	MinDP	AvgDP	MaxDHI	AvgDHI	MaxFF	AvgFF	MaxRH	MinRH	AvgRH	MaxSZA	MinSZA	AvgSZA	MaxSA	MinSA	AvgSA	MaxPress	MinPress	AvgPres	MaxPW	MinPW	AvgPW	MaxWD	MinWD	AvgWD	MaxWS	MinWS	AvgWS	MaxUVO	AvgUVO	MaxUVI	AvgUVI
SRR1525696	SC_eu_10_spring	USA	Eutawville	NA	40374	33.39	-80.34	spring	SC_eu	pooled	NorthAmerica	DrosRTEC	48	SRR1525696	SRX661835	Illumina HiSeq 2000	5gen_lab	male	2010	196	0.005352794	Keep	0.26	0.01	0.01	0.01	0.06	0	0.06	USC00384205	10.87705827	177	132	41	6782	330	12	318	261	135	261	86	1227	144	60	25	423	221	423	279	12	26	65	103	148	188	208	205	176	111	63	26	139	161	205	250	287	316	330	323	296	250	204	157	97	96	109	77	104	135	144	144	100	75	60	86	31.2	24.8	27.9291666666667	225	91.0833333333333	755	117.333333333333	836	219.083333333333	25.7	24.4	25.0333333333333	492	132.708333333333	7	0.583333333333333	100	67.2	85.3866666666667	125.05	11.96	74.7620833333333	0.12	0.12	0.12	1014	1012	1012.79166666667	5.6	4.8	5.10416666666667	203	79	140.5	2	0.6	1.20416666666667	50.8027	13.0476541666667	39.9946	10.2492291666667
SRR1525695	GA_ha_08_spring	USA	Hahia	NA	39644	30.99	-83.37	spring	GA_ha	pooled	NorthAmerica	DrosRTEC	51	SRR1525695	SRX661834	Illumina HiSeq 2000	5gen_lab	male	2008	197	0.005067067	Keep	0.28	0.11	0.07	0.01	0.04	0.02	0.27	USR0000GCOO	14.33963346	193	126	43	6122	330	42	288	269	153	269	113	1240	154	56	27	419	197	419	291	42	57	88	124	166	202	215	214	193	133	82	51	167	186	221	261	299	324	330	330	307	263	217	178	100	114	122	90	97	122	154	143	101	56	64	77	33	22.5	27.5458333333333	179	74.4166666666667	819	206.791666666667	971	268.333333333333	24	21.8	22.7041666666667	479	123.25	7	0.583333333333333	100	51.88	77.4145833333333	127.52	9.82	75.4870833333333	0.12	0.12	0.12	1009	1004	1006.66666666667	4.9	4.1	4.44583333333333	86	66	75.1666666666667	2.3	0.7	1.58333333333333	59.9636	15.6971	47.2346	12.3292666666667
SRR1525685	FL_ho_10_spring	USA	Homestead	Homestead, FL	40374	25.5	-80.477	spring	FL_ho	pooled	NorthAmerica	DrosRTEC	39	SRR1525685	SRX661832	Illumina HiSeq 2000	5gen_lab	male	2010	196	0.0054347	Keep	0.46	0.09	0.1	0.01	0.02	0	0.39	USC00084095	7.340235292	236	98	52	3213	321	133	188	272	192	274	192	1548	251	36	60	630	135	614	135	133	138	156	176	200	223	229	231	230	209	174	144	243	249	265	283	299	311	320	321	315	295	270	250	49	50	58	74	169	251	181	198	235	185	62	36	30.3	29	29.5916666666667	256	100.25	663	159.541666666667	824	258	25.4	24.9	25.1416666666667	487	143.25	0	0	81.11	73.29	77.0729166666667	132.97	4.06	77.12375	0.2	0.2	0.2	1017	1015	1016.125	5.3	4.3	4.71666666666667	131	104	114.791666666667	4.5	3.6	4.20416666666667	50.0921	14.9573125	39.4213	11.7544166666667
SRR1525694	FL_ho_10_fall	USA	Homestead	Homestead, FL	40527	25.5	-80.477	fall	FL_ho	pooled	NorthAmerica	DrosRTEC	48	SRR1525694	SRX661833	Illumina HiSeq 2000	wild	male	2010	349	0.046178612	Exclude	0.24	0.02	0.11	0.01	0.04	0.01	0.29	USC00084095	7.340235292	236	98	52	3213	321	133	188	272	192	274	192	1548	251	36	60	630	135	614	135	133	138	156	176	200	223	229	231	230	209	174	144	243	249	265	283	299	311	320	321	315	295	270	250	49	50	58	74	169	251	181	198	235	185	62	36	13.8	7.6	10.7875	85	28.2083333333333	972	345.916666666667	725	193.791666666667	3.3	-1.6	-0.104166666666667	85	28.2083333333333	0	0	57.48	34.62	47.6229166666667	176.26	48.86	103.71875	0.16	0.16	0.16	1021	1017	1018.79166666667	0.8	0.7	0.775	354	3	216.458333333333	4.6	2	3.49166666666667	42.0547	10.61505	32.9891	8.292425
SRR3590558	NY_it_12_fall	USA	Ithaca	Ithaca, NY	41175	42.44	-76.5	fall	NY_it	pooled	NorthAmerica	DrosRTEC	58	SRR3590558	SRX1801503	Illumina HiSeq 2000	wild	male	2012	267	0.005560356	Keep	0.17	0.16	0	0.01	0	0.05	0	USC00304174	4.30252227	83	114	31	9016	273	-94	367	196	-28	196	-37	897	96	49	19	267	161	267	164	-94	-91	-44	12	65	116	142	134	95	37	-3	-62	-1	10	59	133	198	248	273	264	222	161	89	22	49	50	62	76	82	96	87	84	87	78	81	65	17.1	7.3	11.8208333333333	78	31.4583333333333	951	197.541666666667	768	166.5	9.3	3	5.59166666666667	319	65.2916666666667	1	0.166666666666667	92.49	39.03	69.07	137.69	43.32	90.335	0.13	0.13	0.13	1001	995	998.708333333333	1.6	1	1.25416666666667	324	262	290.625	0.3	0.1	0.154166666666667	45.2982	9.20117083333333	35.577	7.19927083333333
SRR3590559	NY_it_12_spring	USA	Ithaca	Ithaca, NY	41115	42.44	-76.5	spring	NY_it	pooled	NorthAmerica	DrosRTEC	30	SRR3590559	SRX1801504	Illumina HiSeq 2000	wild	male	2012	207	0.00526673	Keep	0.16	0.05	0	0.01	0.07	0.07	0	USC00304174	4.30252227	83	114	31	9016	273	-94	367	196	-28	196	-37	897	96	49	19	267	161	267	164	-94	-91	-44	12	65	116	142	134	95	37	-3	-62	-1	10	59	133	198	248	273	264	222	161	89	22	49	50	62	76	82	96	87	84	87	78	81	65	29.5	15.8	23.0208333333333	91	42.25	950	406.666666666667	963	327.916666666667	13.8	9.1	11.5208333333333	288	67.4583333333333	7	0.583333333333333	84.17	28.33	52.0766666666667	117.86	23.29	74.3070833333333	0.13	0.13	0.13	997	990	994	3.9	1.8	2.24583333333333	359	140	290.5	0.3	0.1	0.141666666666667	58.8943	18.814775	46.3655	14.7678625
SRR3590556	MA_la_12_fall	USA	Lancaster	Lancaster, MA	41184	42.45	-71.67	fall	MA_la	pooled	NorthAmerica	DrosRTEC	63	SRR3590556	SRX1801501	Illumina HiSeq 2000	wild	male	2012	276	0.00500335	Keep	0.22	0.04	0	0.02	0.01	0.06	0.04	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105	23.9	11.4	17.3	91	31.2083333333333	297	25.3333333333333	362	86.6666666666667	17.4	11.1	13.6708333333333	297	75.0833333333333	7	0.291666666666667	99.25	49.72	81.935	141.64	46.37	93.18375	0.16	0.16	0.16	1008	1005	1006.625	4.9	2.7	3.84166666666667	275	151	217.75	0.2	0	0.0416666666666667	20.5453	4.6967625	16.0883	3.67204166666667
SRR3590557	MA_la_12_spring	USA	Lancaster	Lancaster, MA	41118	42.45	-71.67	spring	MA_la	pooled	NorthAmerica	DrosRTEC	100	SRR3590557	SRX1801502	Illumina HiSeq 2000	wild	male	2012	210	0.005127406	Keep	0.21	0.03	0	0.04	0	0.08	0.03	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105	28.4	18.4	22.6791666666667	163	68.5416666666667	814	120	893	196.333333333333	21.4	18.2	19.4791666666667	446	105.5	7	0.291666666666667	100	57.31	84.09375	118.67	24.17	74.8683333333333	0.18	0.18	0.18	1006	1004	1004.83333333333	4.9	3.8	4.35416666666667	106	7	62.5416666666667	0.3	0	0.0708333333333333	54.5608	11.3918083333333	42.9514	8.94650416666667
SRR3939080	MA_la_14_fall	USA	Lancaster	Lancaster, MA	41932	42.45	-71.67	fall	MA_la	pooled	NorthAmerica	DrosRTEC	90	SRR3939080	SRX1968309	Illumina HiSeq 4000	wild	male	2014	293	0.003457938	Keep	0.2	0.04	0	0.03	0	0.06	0.01	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105	13.7	0.9	7.20833333333333	68	23.8333333333333	942	260.875	635	156.541666666667	5.1	-3.4	0.325	158	36.125	7	0.875	86.37	35.69	64.7875	148.2	52.91	98.4808333333333	0.15	0.15	0.15	1008	1005	1006.125	1.6	0.8	1.2	280	183	232.208333333333	0.1	0.1	0.1	36.2672	8.467525	28.4144	6.60790416666667
SRR3939082	MA_la_14_spring	USA	Lancaster	Lancaster, MA	41840	42.45	-71.67	spring	MA_la	pooled	NorthAmerica	DrosRTEC	32	SRR3939082	SRX1968311	Illumina HiSeq 4000	wild	male	2014	201	0.003758468	Keep	0.13	0.05	0	0.04	0	0.12	0.02	USW00004780	13.3367348	86	120	31	9102	276	-104	380	42	178	200	-36	1149	114	88	7	314	273	273	287	-104	-94	-41	13	69	123	152	141	94	36	-6	-71	7	21	70	138	203	250	276	265	223	167	99	29	93	89	98	97	93	92	88	93	92	95	114	105	24.6	14.9	19.35	124	57.4583333333333	869	266.958333333333	926	278.041666666667	15.4	12.2	14.2125	379	86.875	7	0.583333333333333	97.55	47.53	74.825	116.84	22.39	73.4254166666667	0.16	0.16	0.16	1013	1011	1012.16666666667	3.4	2.7	3.15416666666667	133	54	92.4583333333333	0.5	0	0.104166666666667	56.6845	16.1263916666667	44.6283	12.6647
SRR1525768	PA_li_09_spring	USA	Linvilla	Linvilla, PA	40009	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	55	SRR1525768	SRX661837	Illumina HiSeq 2000	F1	male	2009	196	0.005140129	Keep	0.11	0.04	0	0.01	0.03	0.04	0.02	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	29.1	14.6	22.4916666666667	121	55.5	906	403.5	974	341.375	18.2	12.6	14.5958333333333	169	59.625	0	0	94.76	39.41	64.3933333333333	118.39	19.07	73.3075	0.16	0.16	0.16	1014	1007	1011.25	3.8	1.8	2.40416666666667	236	8	153.333333333333	0.7	0.3	0.495833333333333	59.8065	19.7701625	47.095	15.5259666666667
SRR1525769	PA_li_09_fall	USA	Linvilla	Linvilla, PA	40132	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	74	SRR1525769	SRX661838	Illumina HiSeq 2000	F1	male	2009	319	0.004937249	Keep	0.11	0.06	0	0.01	0.03	0.03	0.07	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	19.6	9.4	13.0958333333333	74	23.25	858	183.958333333333	521	111.375	15.9	9.2	11.7708333333333	194	38.8333333333333	7	0.291666666666667	100	73.46	92.4279166666667	158.58	58.62	104.53375	0.12	0.12	0.12	1007	1005	1006.125	2.6	1.8	2.275	332	310	321.708333333333	0.6	0.3	0.475	28.9493	5.76787083333333	22.627	4.48962083333333
SRR1525770	PA_li_10_spring	USA	Linvilla	Linvilla, PA	40374	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	116	SRR1525770	SRX661839	Illumina HiSeq 2000	F1	male	2010	196	0.005880256	Keep	0.23	0.05	0.01	0.01	0	0.05	0.1	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	31.2	21.2	26.1666666666667	203	75.25	824	282.541666666667	934	298.333333333333	23.4	21.2	22.1708333333333	403	114.625	0	0	100	58.19	80.6466666666667	118.35	19.03	73.2791666666667	0.16	0.16	0.16	1010	1008	1008.70833333333	4.4	3.3	3.8875	350	6	229.791666666667	0.6	0.2	0.4125	57.3523	17.1823958333333	45.1625	13.4903333333333
SRR1525771	PA_li_10_fall	USA	Linvilla	Linvilla, PA	40497	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	33	SRR1525771	SRX661840	Illumina HiSeq 2000	F1	male	2010	319	0.004972022	Keep	0.18	0.01	0.02	0.01	0	0.04	0.04	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	14.3	6.5	9.51666666666667	105	31.4166666666667	647	53.4166666666667	258	58.7916666666667	11.5	6.5	8.06666666666667	196	42.2916666666667	7	0.583333333333333	100	70.13	91.4245833333333	158.52	58.56	104.487083333333	0.14	0.14	0.14	1010	1008	1008.95833333333	2.2	1.3	1.62916666666667	170	61	110.625	0.7	0.1	0.375	13.9338	2.99557916666667	10.8603	2.32613333333333
SRR1525772	PA_li_11_spring	USA	Linvilla	Linvilla, PA	40739	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	75	SRR1525772	SRX661841	Illumina HiSeq 2000	F1	male	2011	196	0.005416535	Keep	0.14	0.03	0.01	0.01	0.04	0.03	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	30	17.4	23.9333333333333	150	59.875	894	336.291666666667	901	304.916666666667	17.2	13.9	15.5958333333333	440	94.7916666666667	0	0	96.35	37.46	63.1816666666667	118.32	19	73.25125	0.16	0.16	0.16	1012	1010	1011.08333333333	2.8	2.3	2.50416666666667	280	192	241.291666666667	0.8	0.3	0.504166666666667	54.8109	17.4777416666667	43.1367	13.7190375
SRR1525773	PA_li_11_fall	USA	Linvilla	Linvilla, PA	40831	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	47	SRR1525773	SRX661842	Illumina HiSeq 2000	F1	male	2011	288	0.004727083	Exclude	0.2	0.08	0.03	0.03	0.02	0.06	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	18	10.5	13.625	86	29.625	931	346.708333333333	697	195.875	10.1	6.8	8.82083333333333	86	29.625	1	0.0416666666666667	94.14	53.33	74.2466666666667	148.61	48.6	96.7441666666667	0.14	0.13	0.132083333333333	1004	997	999.041666666667	1.6	1	1.3	269	224	242.666666666667	1.8	0.7	1.0875	40.467	10.57545	31.7458	8.26513333333333
SRR1525774	PA_li_11_frost	USA	Linvilla	Linvilla, PA	40862	39.88	-75.41	frost	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR1525774	SRX661843	Illumina HiSeq 2000	F1	male	2011	319	0.03230169	Keep	0.18	0.03	0.04	0.01	0.01	0.06	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	19.1	13.4	15.5875	88	27.4583333333333	26	1.16666666666667	166	34.75	15.6	12.3	14.1958333333333	165	34.2916666666667	7	0.583333333333333	99.58	76.29	91.80625	158.46	58.5	104.439583333333	0.13	0.13	0.13	1008	1001	1004.25	3.4	2.9	3.16666666666667	331	140	259.75	0.8	0.2	0.525	9.2298	1.8209875	7.2145	1.41720416666667
SRR3590560	PA_li_12_fall	USA	Linvilla	Linvilla, PA	41192	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	100	SRR3590560	SRX1801505	Illumina HiSeq 2000	wild	male	2012	284	0.050273014	Keep	0.19	0.03	0.02	0.01	0	0.02	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	19.5	9.8	14.6166666666667	96	34.5833333333333	892	192.291666666667	704	150.958333333333	14.3	5.9	10.7291666666667	282	50.2083333333333	7	0.875	100	52.09	79.4495833333333	147.01	47.04	95.5016666666667	0.13	0.13	0.13	1010	1003	1006.58333333333	2.2	0.8	1.81666666666667	295	85	222.083333333333	1.2	0.2	0.6875	41.086	8.46846666666667	32.244	6.6223125
SRR3590561	PA_li_12_spring	USA	Linvilla	Linvilla, PA	41106	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	115	SRR3590561	SRX1801506	Illumina HiSeq 2000	wild	male	2012	198	0.021895848	Keep	0.17	0.08	0	0.01	0.02	0.04	0.08	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	34.1	22.2	28.1291666666667	216	73	822	343.041666666667	933	321.291666666667	22.9	19	20.6166666666667	386	84.0833333333333	0	0	100	41.66	67.4183333333333	118.6	19.27	73.4683333333333	0.17	0.17	0.17	1007	1002	1004.66666666667	4.8	3.6	4	320	255	289.416666666667	0.8	0.4	0.570833333333333	57.2793	18.6302291666667	45.1044	14.6290583333333
SRR3590563	PA_li_12_sum	USA	Linvilla	Linvilla, PA	41165	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR3590563	SRX1801508	Illumina HiSeq 2000	wild	male	2012	257	0.00509365	Keep	0.18	0.04	0.03	0.01	0.02	0.03	0.05	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	27.2	12.8	19.375	133	49.2083333333333	859	356.583333333333	818	255.791666666667	15.1	11.2	13.1958333333333	133	49.2083333333333	0	0	100	37.46	72.4045833333333	136.4	36.95	87.26875	0.15	0.15	0.15	1021	1018	1019.375	1.7	1.5	1.63333333333333	241	173	194.25	0.7	0.3	0.433333333333333	49.0001	14.2908041666667	38.5254	11.2013
SRR3939095	PA_li_13_spring	USA	Linvilla	Linvilla, PA	41440	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	54	SRR3939095	SRX1968324	Illumina HiSeq 4000	wild	male	2013	166	0.004103167	Keep	0.14	0.07	0.01	0.02	0.06	0.03	0.03	USC00365390	6.272149199	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	25.8	14.1	20.2083333333333	132	59.5416666666667	890	329.625	977	322.958333333333	19	14.1	15.4916666666667	471	95.125	7	0.291666666666667	100	52.38	76.9375	116.47	17.56	71.85875	0.16	0.16	0.16	1010	1007	1008.45833333333	2.5	2.1	2.25416666666667	320	273	293.875	0.8	0.3	0.516666666666667	60.0475	18.6933125	47.2874	14.6807958333333
SRR3939096	PA_li_14_fall	USA	Linvilla	Linvilla, PA	41929	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	50	SRR3939096	SRX1968325	Illumina HiSeq 4000	wild	male	2014	290	0.003716307	Keep	0.19	0.08	0	0.02	0	0.04	0.09	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	21.5	11.1	15.8333333333333	88	30.4166666666667	898	316.333333333333	669	182.875	13.4	11.1	12.1291666666667	157	33.75	7	0.291666666666667	100	52.92	81.0795833333333	149.45	49.42	97.39625	0.14	0.14	0.14	1001	997	999.333333333333	2.6	2	2.2125	269	190	231.75	1.1	0.3	0.620833333333333	38.7297	9.85957083333333	30.3762	7.702925
SRR3939097	PA_li_14_spring	USA	Linvilla	Linvilla, PA	41817	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	92	SRR3939097	SRX1968326	Illumina HiSeq 4000	wild	male	2014	178	0.004035619	Keep	0.2	0.04	0	0.01	0	0.04	0.06	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	27.5	18.6	23.0375	149	69.375	796	160.541666666667	796	236.708333333333	20.4	17.8	19.65	475	132.041666666667	7	0.583333333333333	100	62.01	82.615	116.52	17.42	71.8845833333333	0.17	0.17	0.17	1016	1008	1012.04166666667	3.9	3.3	3.575	350	7	113.833333333333	0.9	0.3	0.55	47.8871	13.7737875	37.661	10.8149666666667
SRR3939098	PA_li_15_fall	USA	Linvilla	Linvilla, PA	42292	39.88	-75.41	fall	PA_li	pooled	NorthAmerica	DrosRTEC	52	SRR3939098	SRX1968327	Illumina HiSeq 4000	wild	male	2015	288	0.054860886	Keep	0.16	0.04	0	0.01	0.01	0.03	0.03	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	17.6	7	11.825	80	28.5833333333333	942	330.75	702	190.833333333333	8.4	5.5	6.98333333333333	252	35.8333333333333	7	0.333333333333333	100	44.95	75.31125	148.62	48.61	96.7520833333333	0.14	0.14	0.14	1010	1006	1008.625	1.5	1.1	1.22083333333333	320	210	270.416666666667	0.9	0.4	0.579166666666667	40.7559	10.273075	31.9723	8.0278625
SRR3939099	PA_li_15_spring	USA	Linvilla	Linvilla, PA	42200	39.88	-75.41	spring	PA_li	pooled	NorthAmerica	DrosRTEC	74	SRR3939099	SRX1968328	Illumina HiSeq 4000	wild	male	2015	196	0.004052845	Keep	0.22	0.07	0.01	0.01	0.02	0.05	0.02	USW00013739	15.35999259	121	104	29	8795	300	-50	350	225	5	233	5	1124	112	76	11	313	250	310	250	-50	-40	3	54	112	162	190	182	139	75	27	-22	35	52	105	168	227	276	300	290	249	187	125	61	83	76	94	96	104	96	112	102	99	77	94	91	25.4	18.1	22.8583333333333	213	88.0416666666667	181	27.6666666666667	550	134.291666666667	23.7	17.8	21.8208333333333	442	114.958333333333	7	0.291666666666667	100	80.57	94.1833333333333	118.32	19	73.2545833333333	0.15	0.15	0.15	1005	993	998.5	5	3.6	4.6125	357	23	207.625	0.8	0.2	0.4875	33.5561	7.79178333333333	26.4137	6.12000833333333
SRR3939045	CA_pl_13_fall	USA	Placerville	NA	41516	38.74	-120.74	fall	CA_pl	pooled	NorthAmerica	DrosRTEC	88	SRR3939045	SRX1968274	Illumina HiSeq 2000	wild	male	2013	242	0.01161764	Keep	0.08	0.03	0	0.01	0.03	0	0.03	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181	34.4	16.3	24.9958333333333	182	55.5833333333333	937	367.458333333333	920	292.083333333333	7	2.9	4.70833333333333	182	55.5833333333333	0	0	52.87	14.01	30.5745833333333	132.1	30.6	83.1995833333333	0.14	0.13	0.136666666666667	936	932	934.166666666667	1.5	1	1.06666666666667	271	112	191.916666666667	1.3	0.6	0.966666666666667	55.7363	16.9715916666667	43.8536	13.3069541666667
SRR3939050	CA_pl_13_frost	USA	Placerville	NA	41624	38.74	-120.74	frost	CA_pl	pooled	NorthAmerica	DrosRTEC	72	SRR3939050	SRX1968279	Illumina HiSeq 2000	wild	male	2013	350	0.004631287	Keep	0.04	0.02	0	0.01	0	0.01	0.04	USC00046962	0.944751534	145	147	45	6345	336	11	325	78	229	230	72	1119	204	4	80	550	20	32	550	11	21	27	47	80	118	151	148	121	83	38	13	125	144	152	186	237	290	336	332	296	240	160	123	204	165	168	96	31	10	4	6	22	67	165	181	19.8	6.9	11.4458333333333	66	20	928	237.208333333333	495	108.708333333333	3.2	-5.9	-2.97083333333333	139	27.4583333333333	0	0	50.76	20.21	37.7395833333333	163.43	62.41	107.771666666667	0.14	0.13	0.133333333333333	940	938	938.75	0.7	0.6	0.625	187	70	111.25	0.9	0.3	0.666666666666667	26.8843	5.60605416666667	20.9665	4.35201666666667
