#SampleID	SampleID_fromonline	Country	City	State	location	CollectionDate	Latitude	Longitude	Season	LocalityID	SeqType	Continent	Dataset	NoOfFlies	SRA_accession	SRA_experiment	SeqPlatform	SampleType	sex	Year	YearDay	Prop_D_simulanscontamination	SNAPEoutlierstatus	ln2lt	ln2rlns	ln3lp	In_3R_C	In_3R_K	In_3R_Mo	In_3R_Payne	WeatherStationID	DistToWeatherStation_km_	bio1_Annual_Mean_Temperature_	bio2_Mean_Diurnal_Range__Mean_of_monthly_max_temp-min_temp__	bio3_Isothermality	bio4_Temperature_Seasonality__	bio5_Max_Temperature_of_Warmest_Month_	bio6_Min_Temperature_of_Coldest_Month_	bio7_Temperature_Annual_Range__bio5-bio6__	bio8_Mean_Temperature_of_Wettest_Quarter_	bio9_Mean_Temperature_of_Driest_Quarter_	bio10_Mean_Temperature_of_Warmest_Quarter_	bio11_Mean_Temperature_of_Coldest_Quarter_	bio12_Annual_Precipitation_	bio13_Precipitation_of_Wettest_Month_	bio14_Precipitation_of_Driest_Month_	bio15_Precipitation_Seasonality__Coefficient_of_Variation__	bio16_Precipitation_of_Wettest_Quarter_	bio17_Precipitation_of_Driest_Quarter_	bio18_Precipitation_of_Warmest_Quarter_	bio19_Precipitation_of_Coldest_Quarter_	tmin1_Jan_	tmin2_Feb_	tmin3_Mar_	tmin4_Apr_	tmin5_May_	tmin6_Jun_	tmin7_Jul_	tmin8_Aug_	tmin9_Sep_	tmin10_Oct_	tmin11_Nov_	tmin12_Dec_	tmax1_Jan_	tmax2_Feb_	tmax3_Mar_	tmax4_Apr_	tmax5_May_	tmax6_Jun_	tmax7_Jul_	tmax8_Aug_	tmax9_Sep_	tmax10_Oct_	tmax11_Nov_	tmax12_Dec_	prec1_Jan_	prec2_Feb_	prec3_Mar_	prec4_Apr_	prec5_May_	prec6_Jun_	prec7_Jul_	prec8_Aug_	prec9_Sep_	prec10_Oct_	prec11_Nov_	prec12_Dec_
SRR8439133	UA_Cho_15_25	Ukraine	Chornobyl Applegarden (New)	NA	NA	42170	51.279245	30.213118	spring	UA_Cho	pooled	Europe	DrosEU	40	SRR8439133	SRX5246575	HiSeq X Ten	wild	male	2015	166	0.00346776	Keep	0.12	0.03	0.02	0.01	0	0.04	0.05	UPM00033231	1.448754661	75	84	25	9055	247	-89	336	187	-34	187	-44	619	86	34	31	232	110	232	122	-89	-78	-33	39	95	129	140	131	88	40	-6	-50	-29	-13	39	134	204	237	247	240	189	120	44	-1	41	35	34	45	50	80	86	66	50	39	47	46
SRR8494431	UA_Cho_16_54	Ukraine	Chornobyl Applegarden (New)	NA	NA	42617	51.27	30.21	fall	UA_Cho	pooled	Europe	DrosEU	40	SRR8494431	SRX5299036	HiSeq X Ten	wild	male	2016	248	0.003961487	Keep	0.25	0.15	0.06	0.02	0	0.03	0	UPM00033231	2.160461268	75	84	25	9055	247	-89	336	187	-34	187	-44	619	86	34	31	232	110	232	122	-89	-78	-33	39	95	129	140	131	88	40	-6	-50	-29	-13	39	134	204	237	247	240	189	120	44	-1	41	35	34	45	50	80	86	66	50	39	47	46
SRR8439134	UA_Cho_15_26	Ukraine	Chornobyl Kopachi	NA	NA	42242	51.3352	30.136179	spring	UA_Cho	pooled	Europe	DrosEU	40	SRR8439134	SRX5246574	HiSeq X Ten	wild	male	2015	238	0.004117594	Keep	0.23	0.11	0.05	0.01	0.01	0.01	0.01	UPM00033231	8.905482298	75	84	24	9054	247	-90	337	186	-35	186	-45	620	87	34	32	233	108	233	120	-90	-79	-34	38	94	127	139	130	87	39	-6	-51	-30	-14	38	133	204	236	247	239	188	119	43	-1	40	34	34	45	50	80	87	66	51	40	47	46
SRR5647742	UA_Che_14_48	Ukraine	Chornobyl Polisske	NA	NA	41895	51.27888889	29.39438889	fall	UA_Che	pooled	Europe	DrosEU	35	SRR5647742	SRX2885366	NextSeq 500	wild	male	2014	256	0.005440848	Exclude	0.29	0.04	0.02	0.01	0	0.02	0.05	UPM00033213	42.85265835	74	85	25	8942	245	-90	335	183	-35	183	-44	627	91	33	34	241	105	241	116	-90	-79	-35	35	90	124	136	127	86	38	-6	-51	-29	-13	38	132	201	235	245	238	188	119	44	-1	39	33	33	46	52	81	91	69	52	40	47	44
SRR8439169	UA_Cho_15_68	Ukraine	Chornobyl Polisske	NA	NA	42242	51.27888889	29.39438889	spring	UA_Cho	pooled	Europe	DrosEU	40	SRR8439169	SRX5246539	HiSeq X Ten	wild	male	2015	238	0.00379323	Keep	0.12	0.06	0.08	0.04	0	0.02	0.01	UPM00033213	42.85265835	74	85	25	8942	245	-90	335	183	-35	183	-44	627	91	33	34	241	105	241	116	-90	-79	-35	35	90	124	136	127	86	38	-6	-51	-29	-13	38	132	201	235	245	238	188	119	44	-1	39	33	33	46	52	81	91	69	52	40	47	44
SRR5647734	UA_Che_14_29	Ukraine	Chornobyl Yaniv	NA	NA	41895	51.38691667	30.07330556	fall	UA_Che	pooled	Europe	DrosEU	40	SRR5647734	SRX2885374	NextSeq 500	wild	male	2014	256	0.003341015	Keep	0.23	0.1	0.04	0.03	0	0.03	0.02	UPM00033231	16.04753485	74	84	24	9065	246	-91	337	185	-36	185	-45	621	88	33	33	236	107	236	119	-91	-80	-35	37	93	127	138	129	86	38	-7	-51	-30	-15	37	132	203	236	246	239	188	119	43	-1	40	34	33	45	50	81	88	67	51	40	47	45
SRR8439135	UA_Cho_15_27	Ukraine	Chornobyl Yaniv	NA	NA	42242	51.38691667	30.07330556	spring	UA_Cho	pooled	Europe	DrosEU	40	SRR8439135	SRX5246573	HiSeq X Ten	wild	male	2015	238	0.003228694	Keep	0.21	0.07	0.02	0.01	0	0.04	0	UPM00033231	16.04753485	74	84	24	9065	246	-91	337	185	-36	185	-45	621	88	33	33	236	107	236	119	-91	-80	-35	37	93	127	138	129	86	38	-7	-51	-30	-15	37	132	203	236	246	239	188	119	43	-1	40	34	33	45	50	81	88	67	51	40	47	45
SRR8494433	UA_Cho_16_62	Ukraine	Chornobyl Yaniv	NA	NA	42617	51.38691667	30.07330556	fall	UA_Cho	pooled	Europe	DrosEU	40	SRR8494433	SRX5299034	HiSeq X Ten	wild	male	2016	248	0.004636164	Keep	0.37	0.1	0.05	0.01	0	0.03	0.03	UPM00033231	16.04753485	74	84	24	9065	246	-91	337	185	-36	185	-45	621	88	33	33	236	107	236	119	-91	-80	-35	37	93	127	138	129	86	38	-7	-51	-30	-15	37	132	203	236	246	239	188	119	43	-1	40	34	33	45	50	81	88	67	51	40	47	45
SRR8439163	ES_Cor_15_33	Spain	Cortes de Baza	NA	NA	42224	37.661547	-2.79631	spring	ES_Cor	pooled	Europe	DrosEU	40	SRR8439163	SRX5246545	HiSeq X Ten	wild	male	2015	220	0.039972567	Keep	0.31	0.01	0.13	0.03	0	0.01	0.04	SPE00120170	90.08072284	147	114	37	6349	321	20	301	100	232	233	71	436	54	7	44	150	34	41	138	20	27	49	68	98	139	173	173	145	100	58	32	111	127	153	179	213	274	321	315	273	209	154	115	45	44	52	54	42	18	7	9	25	46	45	49
SRR3590554	WI_cp_12_frost	USA	Cross Plains	Wisconsin	NA	41202	43.11	-89.65	frost	WI_cp	pooled	NorthAmerica	DrosRTEC	100	SRR3590554	SRX1801499	Illumina HiSeq 2000	wild	male	2012	294	0.00503911	Keep	0.13	0.03	0	0.02	0.01	0.04	0.02	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR3590555	WI_cp_12_spring	USA	Cross Plains	Wisconsin	NA	41070	43.11	-89.65	spring	WI_cp	pooled	NorthAmerica	DrosRTEC	83	SRR3590555	SRX1801500	Illumina HiSeq 2000	wild	male	2012	162	0.004971271	Keep	0.06	0.03	0	0.01	0.03	0.12	0.03	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR3590562	WI_cp_12_fall	USA	Cross Plains	Wisconsin	NA	41163	43.11	-89.65	fall	WI_cp	pooled	NorthAmerica	DrosRTEC	164	SRR3590562	SRX1801507	Illumina HiSeq 2000	wild	male	2012	255	0.00498704	Keep	0.1	0.02	0	0.01	0.01	0.06	0.08	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR3939051	WI_cp_13_spring	USA	Cross Plains	Wisconsin	NA	41457	43.11	-89.65	spring	WI_cp	pooled	NorthAmerica	DrosRTEC	130	SRR3939051	SRX1968280	Illumina HiSeq 4000	wild	male	2013	183	0.003760485	Keep	0.12	0.04	0.01	0.01	0.02	0.1	0.04	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR3939052	WI_cp_13_fall	USA	Cross Plains	Wisconsin	NA	41539	43.11	-89.65	fall	WI_cp	pooled	NorthAmerica	DrosRTEC	61	SRR3939052	SRX1968281	Illumina HiSeq 4000	wild	male	2013	265	0.020172556	Keep	0.11	0.02	0	0.04	0	0.1	0.07	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR3939078	WI_cp_14_spring	USA	Cross Plains	Wisconsin	NA	41815	43.11	-89.65	spring	WI_cp	pooled	NorthAmerica	DrosRTEC	130	SRR3939078	SRX1968307	Illumina HiSeq 4000	wild	male	2014	176	0.003666239	Keep	0.11	0.05	0.02	0.02	0.01	0.02	0.03	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR8061819	WI_cp_14_fall	USA	Cross Plains	Wisconsin	NA	41900	43.11	-89.65	fall	WI_cp	pooled	NorthAmerica	DrosRTEC	61	SRR8061819	SRX4891299	Illumina HiSeq 2000	wild	male	2014	261	0.002409451	Keep	0.19	0.03	0	0.02	0.01	0.08	0.05	USC00471416	14.78484987	76	116	27	10626	282	-141	423	206	-70	206	-70	815	102	26	40	298	93	298	93	-141	-116	-50	17	77	130	156	142	96	35	-29	-104	-38	-8	55	140	208	259	282	268	222	158	69	-11	26	26	55	76	83	99	97	102	97	60	53	41
SRR8439142	UK_Dai_15_52	United Kingdom	Dairsie. Fife	NA	NA	42235	56.344534	-2.952766	spring	UK_Dai	pooled	Europe	DrosEU	40	SRR8439142	SRX5246566	HiSeq X Ten	wild	male	2015	231	0.003240183	Keep	0.04	0.01	0	0.01	0	0.01	0	UKM00003171	6.123790745	82	74	37	4428	188	-7	195	115	48	140	26	677	67	43	14	193	136	172	172	-6	-7	13	34	58	93	104	99	80	52	19	3	53	56	84	114	142	179	188	182	158	124	83	63	67	44	49	43	51	51	56	65	63	65	62	61
SRR8494478	UK_Dai_16_23	United Kingdom	Dairsie. Fife	NA	NA	42588	56.3447	-2.9525	spring	UK_Dai	pooled	Europe	DrosEU	40	SRR8494478	SRX5298989	HiSeq X Ten	wild	male	2016	219	0.004489329	Keep	0.04	0.01	0	0.01	0	0.01	0	UKM00003171	6.10014974	82	74	37	4428	188	-7	195	115	48	140	26	677	67	43	14	193	136	172	172	-6	-7	13	34	58	93	104	99	80	52	19	3	53	56	84	114	142	179	188	182	158	124	83	63	67	44	49	43	51	51	56	65	63	65	62	61
SRR8439114	GS_Des_15_1	Guadeloupe	Deshaies	NA	NA	42354	16.32	-61.78	fall	GS_Des	pooled	Europe	DrosEU	40	SRR8439114	SRX5246595	HiSeq X Ten	wild	male	2015	350	0.003929839	Keep	0	0.01	0	0.02	0.01	0	0.49	MBM00078922	196.9489575	241	76	71	1123	292	185	107	253	230	253	225	2381	297	98	32	822	344	822	350	186	185	185	196	209	219	216	218	216	212	207	195	264	264	270	281	283	286	288	291	292	286	281	269	143	98	109	137	188	193	250	297	275	244	246	201
SRR5647732	UA_Dro_14_27	Ukraine	Drogobych	NA	NA	41875	49.32991667	23.50280556	spring	UA_Dro	pooled	Europe	DrosEU	40	SRR5647732	SRX2885376	NextSeq 500	wild	male	2014	236	0.003575861	Keep	0.17	0.09	0	0.01	0	0.02	0.06	UPM00033398	2.460306878	77	82	27	7632	231	-66	297	157	-13	171	-25	712	97	37	34	269	115	267	126	-66	-49	-14	36	82	111	126	120	87	42	1	-38	-9	5	58	129	186	214	231	226	185	131	59	10	38	37	40	51	78	97	94	76	58	47	45	51
SRR8439116	UA_Dro_15_10	Ukraine	Drogobych	NA	NA	42265	49.32991667	23.50280556	fall	UA_Dro	pooled	Europe	DrosEU	40	SRR8439116	SRX5246592	HiSeq X Ten	wild	male	2015	261	0.003651955	Keep	0.13	0.05	0.01	0.01	0	0.01	0.18	UPM00033398	2.460306878	77	82	27	7632	231	-66	297	157	-13	171	-25	712	97	37	34	269	115	267	126	-66	-49	-14	36	82	111	126	120	87	42	1	-38	-9	5	58	129	186	214	231	226	185	131	59	10	38	37	40	51	78	97	94	76	58	47	45	51
SRR8494441	UA_Dro_16_56	Ukraine	Drogobych	NA	NA	42625	49.32991667	23.50280556	fall	UA_Dro	pooled	Europe	DrosEU	40	SRR8494441	SRX5299026	HiSeq X Ten	wild	male	2016	256	0.005553084	Keep	0.19	0.11	0.01	0.01	0	0.01	0.08	UPM00033398	2.460306878	77	82	27	7632	231	-66	297	157	-13	171	-25	712	97	37	34	269	115	267	126	-66	-49	-14	36	82	111	126	120	87	42	1	-38	-9	5	58	129	186	214	231	226	185	131	59	10	38	37	40	51	78	97	94	76	58	47	45	51
SRR3939042	CA_es_12_spring	USA	Esparto	California	NA	41073	38.68	-122.046	spring	CA_es	pooled	NorthAmerica	DrosRTEC	27	SRR3939042	SRX1968271	Illumina HiSeq 2000	wild	male	2012	165	0.004548	Keep	0.06	0.03	0	0.02	0	0.02	0.03	USR0000CBRO	10.75110593	160	164	48	6203	357	17	340	82	239	239	82	549	119	1	90	302	7	7	302	17	36	48	64	95	128	144	137	118	86	47	19	130	163	185	223	275	323	357	349	317	264	183	132	119	93	76	31	9	4	1	2	9	32	83	90
SRR3939043	CA_es_12_fall	USA	Esparto	California	NA	41143	38.68	-122.046	fall	CA_es	pooled	NorthAmerica	DrosRTEC	92	SRR3939043	SRX1968272	Illumina HiSeq 2000	wild	male	2012	235	0.007448346	Keep	0.04	0.03	0	0.01	0.01	0.01	0.03	USR0000CBRO	10.75110593	160	164	48	6203	357	17	340	82	239	239	82	549	119	1	90	302	7	7	302	17	36	48	64	95	128	144	137	118	86	47	19	130	163	185	223	275	323	357	349	317	264	183	132	119	93	76	31	9	4	1	2	9	32	83	90
SRR3939048	CA_es_13_fall	USA	Esparto	California	NA	41518	38.68	-122.046	fall	CA_es	pooled	NorthAmerica	DrosRTEC	57	SRR3939048	SRX1968277	Illumina HiSeq 2000	wild	male	2013	244	0.013102335	Keep	0.07	0.02	0.02	0.01	0	0.01	0.08	USR0000CBRO	10.75110593	160	164	48	6203	357	17	340	82	239	239	82	549	119	1	90	302	7	7	302	17	36	48	64	95	128	144	137	118	86	47	19	130	163	185	223	275	323	357	349	317	264	183	132	119	93	76	31	9	4	1	2	9	32	83	90
SRR3939103	CA_es_12_frost	USA	Esparto	California	NA	41233	38.68	-122.046	frost	CA_es	pooled	NorthAmerica	DrosRTEC	92	SRR3939103	SRX1968332	Illumina HiSeq 2000	wild	male	2012	325	0.020872508	Keep	0.05	0.01	0	0.01	0	0.02	0.03	USR0000CBRO	10.75110593	160	164	48	6203	357	17	340	82	239	239	82	549	119	1	90	302	7	7	302	17	36	48	64	95	128	144	137	118	86	47	19	130	163	185	223	275	323	357	349	317	264	183	132	119	93	76	31	9	4	1	2	9	32	83	90
SRR3939104	CA_es_13_spring	USA	Esparto	California	NA	41401	38.68	-122.046	spring	CA_es	pooled	NorthAmerica	DrosRTEC	50	SRR3939104	SRX1968333	Illumina HiSeq 2000	wild	male	2013	127	0.044824208	Keep	0.06	0.02	0	0.03	0	0.01	0.05	USR0000CBRO	10.75110593	160	164	48	6203	357	17	340	82	239	239	82	549	119	1	90	302	7	7	302	17	36	48	64	95	128	144	137	118	86	47	19	130	163	185	223	275	323	357	349	317	264	183	132	119	93	76	31	9	4	1	2	9	32	83	90
SRR1525696	SC_eu_10_spring	USA	Eutawville	South Carolina	NA	40374	33.39	-80.34	spring	SC_eu	pooled	NorthAmerica	DrosRTEC	48	SRR1525696	SRX661835	Illumina HiSeq 2000	5gen_lab	male	2010	196	0.005352794	Keep	0.26	0.01	0.01	0.01	0.06	0	0.06	USC00384205	10.87705827	177	132	41	6782	330	12	318	261	135	261	86	1227	144	60	25	423	221	423	279	12	26	65	103	148	188	208	205	176	111	63	26	139	161	205	250	287	316	330	323	296	250	204	157	97	96	109	77	104	135	144	144	100	75	60	86
SRR8494455	PO_Gda_16_16	Poland	Gdansk	NA	NA	42583	54.35	18.64	spring	PO_Gda	pooled	Europe	DrosEU	40	SRR8494455	SRX5299012	HiSeq X Ten	wild	male	2016	214	0.00399035	Keep	0.26	0.02	0	0.02	0	0.15	0.07	PLM00012160	55.54793862	66	65	26	6696	203	-46	249	153	12	153	-19	544	68	23	33	199	78	199	100	-46	-46	-21	14	58	100	119	113	84	49	12	-23	-6	-1	37	93	148	189	203	197	156	106	51	14	35	24	23	31	43	65	66	68	59	46	43	41
SRR5647769	ES_Gim_14_34	Spain	Gimenells	NA	NA	41932	41.6175899	0.6200146	fall	ES_Gim	pooled	Europe	DrosEU	40	SRR5647769	SRX2885339	NextSeq 500	wild	male	2014	293	0.180864646	Keep	0.17	0.03	0.1	0.1	0	0.01	0.21	SPE00120242	2.266604855	152	115	37	6685	319	15	304	180	83	237	66	420	53	19	29	139	73	99	73	15	19	57	80	116	153	179	178	153	102	54	29	100	132	175	205	247	284	319	313	277	209	145	103	23	19	31	43	53	43	21	35	48	42	31	31
SRR5647776	ES_Gim_14_35	Spain	Gimenells	NA	NA	41864	41.6175899	0.6200146	spring	ES_Gim	pooled	Europe	DrosEU	40	SRR5647776	SRX2885332	NextSeq 500	wild	male	2014	225	0.213492389	Keep	0.33	0.01	0.1	0.1	0	0.02	0.09	SPE00120242	2.266604855	152	115	37	6685	319	15	304	180	83	237	66	420	53	19	29	139	73	99	73	15	19	57	80	116	153	179	178	153	102	54	29	100	132	175	205	247	284	319	313	277	209	145	103	23	19	31	43	53	43	21	35	48	42	31	31
SRR8439138	ES_Gim_15_30	Spain	Gimenells	NA	NA	42183	41.656416	0.388472	spring	ES_Gim	pooled	Europe	DrosEU	40	SRR8439138	SRX5246570	HiSeq X Ten	wild	male	2015	179	0.003381861	Keep	0.26	0.01	0.08	0.11	0	0.01	0.2	SPE00156468	5.79718302	144	112	37	6469	308	10	298	171	62	227	62	434	55	21	28	142	77	100	77	10	17	50	73	109	145	170	169	145	96	49	24	96	125	166	195	235	273	308	302	265	199	138	103	24	21	33	43	55	44	22	34	49	43	34	32
SRR8439168	ES_Gim_15_31	Spain	Gimenells	NA	NA	42299	41.656416	0.388472	fall	ES_Gim	pooled	Europe	DrosEU	40	SRR8439168	SRX5246540	HiSeq X Ten	wild	male	2015	295	0.003466757	Keep	0.23	0.01	0.07	0.15	0	0.01	0.2	SPE00156468	5.79718302	144	112	37	6469	308	10	298	171	62	227	62	434	55	21	28	142	77	100	77	10	17	50	73	109	145	170	169	145	96	49	24	96	125	166	195	235	273	308	302	265	199	138	103	24	21	33	43	55	44	22	34	49	43	34	32
SRR8494470	ES_Gim_16_33	Spain	Gimenells	NA	NA	42607	41.656416	0.388472	spring	ES_Gim	pooled	Europe	DrosEU	40	SRR8494470	SRX5298997	HiSeq X Ten	wild	male	2016	238	0.707170141	Keep	0.3	0.01	0.07	0.2	0	0.01	0.07	SPE00156468	5.79718302	144	112	37	6469	308	10	298	171	62	227	62	434	55	21	28	142	77	100	77	10	17	50	73	109	145	170	169	145	96	49	24	96	125	166	195	235	273	308	302	265	199	138	103	24	21	33	43	55	44	22	34	49	43	34	32
SRR8494472	ES_Gim_16_34	Spain	Gimenells	NA	NA	42664	41.656416	0.388472	fall	ES_Gim	pooled	Europe	DrosEU	40	SRR8494472	SRX5298995	HiSeq X Ten	wild	male	2016	295	0.004117035	Keep	0.31	0.02	0.09	0.1	0	0	0.22	SPE00156468	5.79718302	144	112	37	6469	308	10	298	171	62	227	62	434	55	21	28	142	77	100	77	10	17	50	73	109	145	170	169	145	96	49	24	96	125	166	195	235	273	308	302	265	199	138	103	24	21	33	43	55	44	22	34	49	43	34	32
SRR5647753	FR_Got_14_08	France	Gotheron	NA	NA	41828	44.976813	4.930005	spring	FR_Got	pooled	Europe	DrosEU	40	SRR5647753	SRX2885355	NextSeq 500	wild	male	2014	189	0.004892701	Exclude	0.04	0.01	0.02	0.04	0	0.02	0.01	FRE00104907	46.68638679	120	101	35	6388	277	-5	282	125	37	202	37	839	90	47	17	252	185	188	185	-5	1	31	55	94	128	149	145	121	78	38	6	65	88	138	168	209	248	277	270	232	172	113	70	58	64	70	61	83	71	47	70	88	90	74	63
SRR8439122	FR_Got_15_47	France	Gotheron	NA	NA	42145	44.977	4.93	spring	FR_Got	pooled	Europe	DrosEU	40	SRR8439122	SRX5246586	HiSeq X Ten	wild	male	2015	141	0.033854256	Keep	0.06	0.01	0	0.04	0	0.01	0.02	FRE00104907	46.7058365	120	101	35	6388	277	-5	282	125	37	202	37	839	90	47	17	252	185	188	185	-5	1	31	55	94	128	149	145	121	78	38	6	65	88	138	168	209	248	277	270	232	172	113	70	58	64	70	61	83	71	47	70	88	90	74	63
SRR8439123	FR_Got_15_48	France	Gotheron	NA	NA	42256	44.977	4.93	fall	FR_Got	pooled	Europe	DrosEU	40	SRR8439123	SRX5246585	HiSeq X Ten	wild	male	2015	252	0.158113536	Keep	0.01	0.01	0.04	0.04	0	0	0.08	FRE00104907	46.7058365	120	101	35	6388	277	-5	282	125	37	202	37	839	90	47	17	252	185	188	185	-5	1	31	55	94	128	149	145	121	78	38	6	65	88	138	168	209	248	277	270	232	172	113	70	58	64	70	61	83	71	47	70	88	90	74	63
SRR8439126	FR_Got_15_49	France	Gotheron	NA	NA	42290	44.977	4.93	fall	FR_Got	pooled	Europe	DrosEU	40	SRR8439126	SRX5246582	HiSeq X Ten	wild	male	2015	286	0.003703345	Keep	0.07	0.01	0.03	0.02	0	0	0.09	FRE00104907	46.7058365	120	101	35	6388	277	-5	282	125	37	202	37	839	90	47	17	252	185	188	185	-5	1	31	55	94	128	149	145	121	78	38	6	65	88	138	168	209	248	277	270	232	172	113	70	58	64	70	61	83	71	47	70	88	90	74	63
SRR8494447	FR_Got_16_8	France	Gotheron	NA	NA	42534	44.976813	4.930005	spring	FR_Got	pooled	Europe	DrosEU	40	SRR8494447	SRX5299020	HiSeq X Ten	wild	male	2016	165	0.004799912	Keep	0.11	0.01	0	0.02	0	0.01	0.04	FRE00104907	46.68638679	120	101	35	6388	277	-5	282	125	37	202	37	839	90	47	17	252	185	188	185	-5	1	31	55	94	128	149	145	121	78	38	6	65	88	138	168	209	248	277	270	232	172	113	70	58	64	70	61	83	71	47	70	88	90	74	63
SRR3590552	AT_gr_12_fall	Austria	Gross-Enzersdorf	NA	NA	41202	48.2	16.37	fall	AT_gr	pooled	Europe	DrosRTEC	44	SRR3590552	SRX1801497	Illumina HiSeq 2000	wild	male	2012	294	0.005057588	Keep	0.26	0.09	0.02	0.02	0	0.03	0.03	AU000005901	3.969325079	98	96	32	7226	260	-38	298	190	17	190	4	631	76	35	26	217	116	217	118	-38	-26	2	43	88	123	137	133	95	49	13	-19	24	47	98	155	206	238	260	254	208	149	79	37	35	39	42	49	65	76	74	67	49	42	49	44
SRR3590553	AT_gr_12_spring	Austria	Gross-Enzersdorf	NA	NA	41124	48.2	16.37	spring	AT_gr	pooled	Europe	DrosRTEC	62	SRR3590553	SRX1801498	Illumina HiSeq 2000	wild	male	2012	216	0.005197265	Keep	0.12	0.05	0.08	0.03	0	0.01	0.06	AU000005901	3.969325079	98	96	32	7226	260	-38	298	190	17	190	4	631	76	35	26	217	116	217	118	-38	-26	2	43	88	123	137	133	95	49	13	-19	24	47	98	155	206	238	260	254	208	149	79	37	35	39	42	49	65	76	74	67	49	42	49	44
SRR8439164	ES_Gua_15_32	Spain	Guadix	NA	NA	42259	37.3308	-3.173416	fall	ES_Gua	pooled	Europe	DrosEU	40	SRR8439164	SRX5246544	HiSeq X Ten	wild	male	2015	255	0.030445095	Keep	0.27	0.03	0.06	0.07	0.01	0.01	0.09	SPE00120089	56.83405384	143	117	37	6429	323	15	308	96	230	230	67	480	61	7	48	170	31	40	165	15	22	44	63	92	134	166	167	138	95	54	27	107	124	149	176	210	275	323	316	272	206	151	110	54	51	61	58	43	15	7	9	24	47	51	60
SRR1525695	GA_ha_08_spring	USA	Hahia	Georgia	NA	39644	30.99	-83.37	spring	GA_ha	pooled	NorthAmerica	DrosRTEC	51	SRR1525695	SRX661834	Illumina HiSeq 2000	5gen_lab	male	2008	197	0.005067067	Keep	0.28	0.11	0.07	0.01	0.04	0.02	0.27	USR0000GCOO	14.33963346	193	126	43	6122	330	42	288	269	153	269	113	1240	154	56	27	419	197	419	291	42	57	88	124	166	202	215	214	193	133	82	51	167	186	221	261	299	324	330	330	307	263	217	178	100	114	122	90	97	122	154	143	101	56	64	77
SRR1525685	FL_ho_10_spring	USA	Homestead	Florida	"Homestead, FL"	40374	25.5	-80.477	spring	FL_ho	pooled	NorthAmerica	DrosRTEC	39	SRR1525685	SRX661832	Illumina HiSeq 2000	5gen_lab	male	2010	196	0.0054347	Keep	0.46	0.09	0.1	0.01	0.02	0	0.39	USC00084095	7.340235292	236	98	52	3213	321	133	188	272	192	274	192	1548	251	36	60	630	135	614	135	133	138	156	176	200	223	229	231	230	209	174	144	243	249	265	283	299	311	320	321	315	295	270	250	49	50	58	74	169	251	181	198	235	185	62	36
SRR1525694	FL_ho_10_fall	USA	Homestead	Florida	"Homestead, FL"	40527	25.5	-80.477	fall	FL_ho	pooled	NorthAmerica	DrosRTEC	48	SRR1525694	SRX661833	Illumina HiSeq 2000	wild	male	2010	349	0.046178612	Exclude	0.24	0.02	0.11	0.01	0.04	0.01	0.29	USC00084095	7.340235292	236	98	52	3213	321	133	188	272	192	274	192	1548	251	36	60	630	135	614	135	133	138	156	176	200	223	229	231	230	209	174	144	243	249	265	283	299	311	320	321	315	295	270	250	49	50	58	74	169	251	181	198	235	185	62	36
SRR3590558	NY_it_12_fall	USA	Ithaca	New York	"Ithaca, NY"	41175	42.44	-76.5	fall	NY_it	pooled	NorthAmerica	DrosRTEC	58	SRR3590558	SRX1801503	Illumina HiSeq 2000	wild	male	2012	267	0.005560356	Keep	0.17	0.16	0	0.01	0	0.05	0	USC00304174	4.30252227	83	114	31	9016	273	-94	367	196	-28	196	-37	897	96	49	19	267	161	267	164	-94	-91	-44	12	65	116	142	134	95	37	-3	-62	-1	10	59	133	198	248	273	264	222	161	89	22	49	50	62	76	82	96	87	84	87	78	81	65
